ENTREZID	SYMBOL
4939	OAS2
79595	SAP130
7637	ZNF84
51703	ACSL5
56888	KCMF1
6885	MAP3K7
23091	ZC3H13
5151	PDE8A
22859	ADGRL1
5420	PODXL
752	FMNL1
79673	ZNF329
54482	TRMT13
30827	CXXC1
9354	UBE4A
4723	NDUFV1
9166	EBAG9
8558	CDK10
6430	SRSF5
23190	UBXN4
905	CCNT2
5734	PTGER4
7327	UBE2G2
55291	PPP6R3
1855	DVL1
369	ARAF
51077	FCF1
79717	PPCS
7442	TRPV1
23	ABCF1
79697	RIOX1
55035	NOL8
80006	TRAPPC13
3841	KPNA5
5717	PSMD11
2937	GSS
11112	HIBADH
9147	NEMF
55262	MAP11
56172	ANKH
29066	ZC3H7A
4659	PPP1R12A
143	PARP4
6049	RNF6
11262	SP140
57493	HEG1
10055	SAE1
22878	TRAPPC8
9909	DENND4B
10314	LANCL1
55540	IL17RB
2010	EMD
9605	VPS9D1
3212	HOXB2
55706	NDC1
7702	ZNF143
4327	MMP19
9448	MAP4K4
8295	TRRAP
2672	GFI1
6041	RNASEL
4089	SMAD4
3704	ITPA
27099	SND1-IT1
51290	ERGIC2
9898	UBAP2L
79882	ZC3H14
10046	MAMLD1
8863	PER3
29929	ALG6
94081	SFXN1
23259	DDHD2
8500	PPFIA1
1265	CNN2
7748	ZNF195
832	CAPZB
28990	ASTE1
30849	PIK3R4
157680	VPS13B
50618	ITSN2
54149	C21orf91
8527	DGKD
9774	BCLAF1
157922	CAMSAP1
81619	TSPAN14
2620	GAS2
29880	ALG5
51719	CAB39
57337	SENP7
7818	DAP3
388650	DIPK1A
9831	ZNF623
3837	KPNB1
63901	FAM111A
10102	TSFM
9993	DGCR2
8976	WASL
1998	ELF2
8050	PDHX
6399	TRAPPC2
6840	SVIL
11232	POLG2
114034	TOE1
55015	PRPF39
5451	POU2F1
23164	MPRIP
339047	NA
26039	SS18L1
29087	THYN1
10513	APPBP2
27247	NFU1
2673	GFPT1
55119	PRPF38B
6144	RPL21
4249	MGAT5
29793	NA
253143	PRR14L
11046	SLC35D2
26191	PTPN22
5893	RAD52
9854	C2CD2L
7769	ZNF226
57827	C6orf47
1389	CREBL2
729559	NA
57209	ZNF248
10755	GIPC1
9929	JOSD1
9616	RNF7
79979	TRMT2B
5290	PIK3CA
374500	THSD1P1
9919	SEC16A
3570	IL6R
5701	PSMC2
27185	DISC1
83988	NCALD
78991	PCYOX1L
80351	TNKS2
2157	F8
10528	NOP56
5921	RASA1
10620	ARID3B
6204	RPS10
9903	KLHL21
22872	SEC31A
10723	SLC12A7
23060	ZNF609
51111	KMT5B
10274	STAG1
9584	RBM39
79608	RIC3
223	ALDH9A1
57826	RAP2C
2004	ELK3
3059	HCLS1
23392	ECPAS
54801	HAUS6
4331	MNAT1
22908	SACM1L
9694	EMC2
9014	TAF1B
200030	NBPF11
2230	FDX1
284565	NBPF15
56995	TULP4
4719	NDUFS1
22864	R3HDM2
6834	SURF1
11104	KATNA1
55644	OSGEP
221154	MICU2
81030	ZBP1
8899	PRPF4B
11079	RER1
9987	HNRNPDL
5430	POLR2A
9675	TTI1
6672	SP100
10553	HTATIP2
9781	RNF144A
387263	C6orf120
23051	ZHX3
9325	TRIP4
55339	WDR33
5286	PIK3C2A
3550	IK
7342	UBP1
2550	GABBR1
4253	MIA2
55917	CTTNBP2NL
146057	TTBK2
37	ACADVL
51025	PAM16
340318	NA
9535	GMFG
103910	MYL12B
6746	SSR2
5256	PHKA2
7289	TULP3
5926	ARID4A
301	ANXA1
54954	FAM120C
11243	PMF1
23180	RFTN1
51106	TFB1M
23269	MGA
1880	GPR183
283820	NOMO2
10844	TUBGCP2
51115	RMDN1
80830	APOL6
8648	NCOA1
54778	RNF111
124641	OVCA2
10200	MPHOSPH6
90806	ANGEL2
8703	B4GALT3
79072	FASTKD3
10299	MARCH6
134728	IRAK1BP1
342994	RPL34P34
55176	SEC61A2
10397	NDRG1
8661	EIF3A
8707	B3GALT2
5980	REV3L
60468	BACH2
9262	STK17B
4644	MYO5A
2747	GLUD2
54881	TEX10
64577	ALDH8A1
4676	NAP1L4
2316	FLNA
22954	TRIM32
8227	AKAP17A
9467	SH3BP5
10120	ACTR1B
8550	MAPKAPK5
57124	CD248
10666	CD226
5066	PAM
10161	LPAR6
10156	RASA4
177	AGER
4882	NPR2
1760	DMPK
7404	UTY
55847	CISD1
2130	EWSR1
11340	EXOSC8
8225	GTPBP6
25913	POT1
25829	TMEM184B
51157	ZNF580
10572	SIVA1
1975	EIF4B
6161	RPL32
9240	PNMA1
93643	TJAP1
51182	HSPA14
8776	MTMR1
23076	RRP1B
55105	GPATCH2
3431	SP110
79101	TAF1D
2908	NR3C1
55341	LSG1
4905	NSF
54556	ING3
9748	SLK
8886	DDX18
55719	SLF2
23386	NUDCD3
55636	CHD7
5464	PPA1
22993	HMGXB3
7695	ZNF136
23228	PLCL2
4208	MEF2C
23603	CORO1C
25932	CLIC4
8935	SKAP2
10409	BASP1
4067	LYN
6850	SYK
27075	TSPAN13
4082	MARCKS
8417	STX7
695	BTK
25840	METTL7A
53335	BCL11A
6925	TCF4
10184	LHFPL2
3122	HLA-DRA
7204	TRIO
55840	EAF2
4005	LMO2
85236	HIST1H2BK
1439	CSF2RB
9839	ZEB2
8099	CDK2AP1
7462	LAT2
863	CBFA2T3
55589	BMP2K
3087	HHEX
1495	CTNNA1
2212	FCGR2A
5932	RBBP8
7813	EVI5
84617	TUBB6
3040	HBA2
51776	MAP3K20
3576	CXCL8
1848	DUSP6
3047	HBG1
8936	WASF1
3017	HIST1H2BD
1958	EGR1
10643	IGF2BP3
3043	HBB
3039	HBA1
7371	UCK2
3006	HIST1H1C
1488	CTBP2
11031	RAB31
8655	DYNLL1
1612	DAPK1
56994	CHPT1
8343	HIST1H2BF
9019	MPZL1
3915	LAMC1
1164	CKS2
63971	KIF13A
57178	ZMIZ1
3394	IRF8
3020	H3F3A
10644	IGF2BP2
9315	NREP
8344	HIST1H2BE
6565	SLC15A2
5742	PTGS1
2950	GSTP1
6788	STK3
54874	FNBP1L
6652	SORD
64759	TNS3
3123	HLA-DRB1
10863	ADAM28
22797	TFEC
6659	SOX4
3128	HLA-DRB6
8346	HIST1H2BI
5747	PTK2
934	NA
9477	MED20
9886	RHOBTB1
3553	IL1B
56034	PDGFC
51203	NUSAP1
2787	GNG5
7504	XK
847	CAT
9858	PPP1R26
4946	OAZ1
10402	ST3GAL6
8334	HIST1H2AC
427	ASAH1
7071	KLF10
8531	YBX3
4689	NCF4
9712	USP6NL
599	BCL2L2
25893	TRIM58
7086	TKT
9124	PDLIM1
9811	CTIF
3512	JCHAIN
523	ATP6V1A
2876	GPX1
9767	JADE3
8349	HIST2H2BE
8031	NCOA4
1667	DEFA1
1349	COX7B
27333	GOLIM4
1522	CTSZ
4261	CIITA
11142	PKIG
30851	TAX1BP3
5336	PLCG2
5341	PLEK
79895	ATP8B4
3113	HLA-DPA1
1500	CTNND1
3149	HMGB3
7940	LST1
6451	SH3BGRL
948	CD36
5577	PRKAR2B
5872	RAB13
2982	GUCY1A1
334	APLP2
723790	HIST2H2AA4
9734	HDAC9
3045	HBD
3108	HLA-DMA
3965	LGALS9
8754	ADAM9
55973	BCAP29
6509	SLC1A4
8345	HIST1H2BH
8352	HIST1H3C
10376	TUBA1B
2994	GYPB
51514	DTL
11261	CHP1
4286	MITF
2791	GNG11
8836	GGH
3687	ITGAX
79000	AUNIP
9846	GAB2
23075	SWAP70
6241	RRM2
6888	TALDO1
7422	VEGFA
221692	PHACTR1
2628	GATM
4121	MAN1A1
8337	HIST2H2AA3
29064	NA
157	GRK3
10221	TRIB1
6319	SCD
5023	P2RX1
5226	PGD
55704	CCDC88A
140465	MYL6B
54863	TOR4A
1845	DUSP3
55757	UGGT2
54504	CPVL
6279	S100A8
81567	TXNDC5
23209	MLC1
55819	RNF130
23151	GRAMD4
140885	SIRPA
11328	FKBP9
3005	H1F0
4352	MPL
8724	SNX3
10635	RAD51AP1
605	BCL7A
2119	ETV5
10451	VAV3
79682	CENPU
3992	FADS1
51133	KCTD3
1808	DPYSL2
64747	MFSD1
6328	SCN3A
2549	GAB1
3717	JAK2
2812	GP1BB
5836	PYGL
5366	PMAIP1
2207	FCER1G
7746	ZSCAN9
332	BIRC5
727	C5
10981	RAB32
3280	HES1
2921	CXCL3
84679	SLC9A7
1088	CEACAM8
3728	JUP
8339	HIST1H2BG
4052	LTBP1
50810	HDGFL3
3109	HLA-DMB
7531	YWHAE
9103	FCGR2C
972	CD74
2760	GM2A
8395	PIP5K1B
51266	CLEC1B
672	BRCA1
3161	HMMR
129642	MBOAT2
6039	RNASE6
2983	GUCY1B1
79815	NIPAL2
8853	ASAP2
6886	TAL1
2752	GLUL
23564	DDAH2
653381	SORD2P
6622	SNCA
3119	HLA-DQB1
9314	KLF4
5982	RFC2
4354	MPP1
85453	TSPYL5
64785	GINS3
8364	HIST1H4C
5723	PSPH
932	MS4A3
9185	REPS2
3012	HIST1H2AE
217	ALDH2
27235	COQ2
5899	RALB
27242	TNFRSF21
203068	TUBB
3386	ICAM4
1536	CYBB
3117	HLA-DQA1
5627	PROS1
8578	SCARF1
1820	ARID3A
3606	IL18
2920	CXCL2
9450	LY86
22903	BTBD3
5695	PSMB7
54502	RBM47
81691	REXO5
23580	CDC42EP4
80231	CXorf21
9444	QKI
10253	SPRY2
182	JAG1
219654	ZCCHC24
4778	NFE2
216	ALDH1A1
55320	MIS18BP1
9934	P2RY14
7127	TNFAIP2
55211	DPPA4
2781	GNAZ
11213	IRAK3
7145	TNS1
2205	FCER1A
6397	SEC14L1
8564	KMO
29780	PARVB
7153	TOP2A
51659	GINS2
84790	TUBA1C
5325	PLAGL1
23158	TBC1D9
2069	EREG
9296	ATP6V1F
22918	CD93
51363	CHST15
9834	FAM30A
3832	KIF11
9805	SCRN1
683	BST1
200734	SPRED2
23596	OPN3
6688	SPI1
4258	MGST2
9540	TP53I3
4353	MPO
2201	FBN2
26228	STAP1
7035	TFPI
55076	TMEM45A
146909	KIF18B
22837	COBLL1
3663	IRF5
8351	HIST1H3D
8476	CDC42BPA
1351	COX8A
9053	MAP7
7465	WEE1
586	BCAT1
51237	MZB1
28511	NKIRAS2
5087	PBX1
240	ALOX5
6821	SUOX
58504	ARHGAP22
90355	C5orf30
51465	UBE2J1
2993	GYPA
55016	MARCH1
6713	SQLE
6624	FSCN1
1602	DACH1
2710	GK
55415	NA
5352	PLOD2
284021	MILR1
26040	SETBP1
5276	SERPINI2
1192	CLIC1
8942	KYNU
55652	SLC48A1
388	RHOB
79075	DSCC1
6256	RXRA
701	BUB1B
4833	NME4
58488	PCTP
10653	SPINT2
11165	NUDT3
928	CD9
1058	CENPA
2180	ACSL1
2242	FES
9911	TMCC2
3507	IGHM
10395	DLC1
29015	SLC43A3
3055	HCK
51284	TLR7
1960	EGR3
9768	PCLAF
10099	TSPAN3
51327	AHSP
6916	TBXAS1
64170	CARD9
9517	SPTLC2
5028	P2RY1
54453	RIN2
10036	CHAF1A
1163	CKS1B
54836	BSPRY
5045	FURIN
8354	HIST1H3I
26045	LRRTM2
2768	GNA12
30817	ADGRE2
9837	GINS1
645	BLVRB
481	ATP1B1
4781	NFIB
212	ALAS2
8804	CREG1
7584	ZNF35
3092	HIP1
53346	TM6SF1
55165	CEP55
667	DST
1069	CETN2
55313	CPPED1
5321	PLA2G4A
25801	GCA
64151	NCAPG
23232	TBC1D12
7057	THBS1
4055	LTBR
2037	EPB41L2
6491	STIL
2184	FAH
6708	SPTA1
974	CD79B
23313	KIAA0930
126208	ZNF787
2030	SLC29A1
23001	WDFY3
8522	GAS7
571	BACH1
3206	HOXA10
93129	ORAI3
6648	SOD2
9070	ASH2L
2650	GCNT1
8842	PROM1
5925	RB1
2624	GATA2
4357	MPST
2770	GNAI1
8329	HIST1H2AI
56647	BCCIP
759	CA1
51309	ARMCX1
84288	EFCAB2
11337	GABARAP
57061	HYMAI
1719	DHFR
830	CAPZA2
80183	RUBCNL
9435	CHST2
3597	IL13RA1
55326	AGPAT5
7078	TIMP3
6102	RP2
55930	MYO5C
4947	OAZ2
3557	IL1RN
9056	SLC7A7
80010	RMI1
10437	IFI30
57698	SHTN1
820	CAMP
942	CD86
8682	PEA15
5888	RAD51
26521	TIMM8B
2280	FKBP1A
5743	PTGS2
55835	CENPJ
10170	DHRS9
2846	LPAR4
23677	SH3BP4
6036	RNASE2
2162	F13A1
773	CACNA1A
81553	FAM49A
79843	FAM124B
7099	TLR4
9133	CCNB2
57161	PELI2
54974	THG1L
9179	AP4M1
2237	FEN1
51573	GDE1
2788	GNG7
5660	PSAP
92579	G6PC3
760	CA2
3613	IMPA2
5887	RAD23B
822	CAPG
10661	KLF1
54927	CHCHD3
22974	TPX2
3205	HOXA9
10656	KHDRBS3
6472	SHMT2
4001	LMNB1
171546	SPTSSA
28299	IGKV1-5
124801	LSM12
30968	STOML2
22898	DENND3
51097	SCCPDH
5218	CDK14
2767	GNA11
1028	CDKN1C
25780	RASGRP3
1601	DAB2
4173	MCM4
1523	CUX1
202559	KHDRBS2
23268	DNMBP
10562	OLFM4
10204	NUTF2
29760	BLNK
7533	YWHAH
911	CD1C
11343	MGLL
7077	TIMP2
80005	DOCK5
10019	SH2B3
4069	LYZ
10383	TUBB4B
4287	ATXN3
9145	SYNGR1
55024	BANK1
284	ANGPT1
5196	PF4
57460	PPM1H
2192	FBLN1
152098	ZCWPW2
463	ZFHX3
29940	DSE
5606	MAP2K3
4064	CD180
993	CDC25A
3034	HAL
51533	PHF7
2213	FCGR2B
1718	DHCR24
8914	TIMELESS
307	ANXA4
1730	DIAPH2
199	AIF1
65998	C11orf95
3925	STMN1
9555	H2AFY
3126	HLA-DRB4
23191	CYFIP1
3815	KIT
63895	PIEZO2
3690	ITGB3
10217	CTDSPL
3340	NDST1
1869	E2F1
8321	FZD1
10186	LHFPL6
1312	COMT
6678	SPARC
57205	ATP10D
4638	MYLK
10105	PPIF
3281	HSBP1
1359	CPA3
432	ASGR1
259266	ASPM
3304	HSPA1B
533	ATP6V0B
1050	CEBPA
5817	PVR
9306	SOCS6
7305	TYROBP
7029	TFDP2
28956	LAMTOR2
1178	CLC
2597	GAPDH
11027	LILRA2
4692	NDN
5427	POLE2
4066	LYL1
4635	MYL4
57237	NA
23254	KAZN
54682	MANSC1
26120	NA
3007	HIST1H1D
2766	GMPR
10333	TLR6
4097	MAFG
23362	PSD3
284325	C19orf54
7739	ZNF185
10638	SPHAR
408	ARRB1
28786	IGLV4-3
50862	RNF141
11200	CHEK2
4211	MEIS1
665	BNIP3L
51218	GLRX5
7296	TXNRD1
7298	TYMS
2235	FECH
5101	PCDH9
23034	SAMD4A
5983	RFC3
55379	LRRC59
1111	CHEK1
3684	ITGAM
4613	MYCN
8140	SLC7A5
983	CDK1
114876	OSBPL1A
10381	TUBB3
306	ANXA3
1829	DSG2
51701	NLK
90141	EFCAB11
22836	RHOBTB3
8896	BUD31
3490	IGFBP7
79630	C1orf54
2114	ETS2
1669	DEFA4
1508	CTSB
3759	KCNJ2
3162	HMOX1
1789	DNMT3B
5376	PMP22
5806	PTX3
9508	ADAMTS3
10577	NPC2
7421	VDR
81618	ITM2C
9754	STARD8
112479	ERI2
54205	CYCS
2957	GTF2A1
54360	CYTL1
23223	RRP12
407977	TNFSF12-TNFSF13
58189	WFDC1
6091	ROBO1
637	BID
5154	PDGFA
3303	HSPA1A
10461	MERTK
133	ADM
24137	KIF4A
7552	ZNF711
55092	TMEM51
64858	DCLRE1B
57613	FAM234B
3052	HCCS
55255	WDR41
2896	GRN
2526	FUT4
8763	CD164
7010	TEK
384	ARG2
2171	FABP5
395	ARHGAP6
8091	HMGA2
3934	LCN2
79901	CYBRD1
23380	SRGAP2
6286	S100P
5473	PPBP
6827	SUPT4H1
6598	SMARCB1
22915	MMRN1
4086	SMAD1
1475	CSTA
55351	STK32B
2717	GLA
80177	MYCT1
2078	ERG
10512	SEMA3C
57597	BAHCC1
727811	NA
8496	PPFIBP1
9123	SLC16A3
9936	CD302
51705	EMCN
5782	PTPN12
6790	AURKA
412	STS
10107	TRIM10
7295	TXN
19	ABCA1
10203	CALCRL
2200	FBN1
54741	LEPROT
53829	P2RY13
11167	FSTL1
10826	FAXDC2
10457	GPNMB
55197	RPRD1A
22998	LIMCH1
64288	ZSCAN31
8218	CLTCL1
10634	GAS2L1
29923	HILPDA
390940	PINLYP
55526	DHTKD1
11217	AKAP2
669	BPGM
5202	PFDN2
9935	MAFB
6280	S100A9
185	AGTR1
23002	DAAM1
23576	DDAH1
214	ALCAM
1047	CLGN
7036	TFR2
55740	ENAH
1678	TIMM8A
8767	RIPK2
89231	NA
4332	MNDA
6518	SLC2A5
4099	MAG
1317	SLC31A1
675	BRCA2
2537	IFI6
51280	GOLM1
11024	LILRA1
8969	HIST1H2AG
79887	PLBD1
5789	PTPRD
5074	PAWR
4057	LTF
3535	IGL
3068	HDGF
23136	EPB41L3
6453	ITSN1
79071	ELOVL6
7056	THBD
57128	LYRM4
54875	CNTLN
79817	MOB3B
9917	FAM20B
55916	NXT2
23220	DTX4
64798	DEPTOR
2274	FHL2
28793	IGLV3-25
7075	TIE1
10313	RTN3
23255	MTCL1
8908	GYG2
191	AHCY
475	ATOX1
5096	PCCB
8659	ALDH4A1
953	ENTPD1
55240	STEAP3
54438	GFOD1
29094	LGALSL
10226	PLIN3
2512	FTL
4883	NPR3
63933	MCUR1
5879	RAC1
8876	VNN1
891	CCNB1
9079	LDB2
51099	ABHD5
27306	HPGDS
6934	TCF7L2
4521	NUDT1
58528	RRAGD
5175	PECAM1
2247	FGF2
1175	AP2S1
5274	SERPINI1
83478	ARHGAP24
2322	FLT3
81839	VANGL1
5359	PLSCR1
1026	CDKN1A
4171	MCM2
23186	RCOR1
64757	MARC1
2769	GNA15
1471	CST3
63826	SRR
5962	RDX
2523	FUT1
4288	MKI67
7982	ST7
30846	EHD2
10059	DNM1L
56906	THAP10
2057	EPOR
51312	SLC25A37
2038	EPB42
2357	FPR1
246721	POLR2J2
5573	PRKAR1A
6910	TBX5
10859	LILRB1
4330	MN1
2879	GPX4
11182	SLC2A6
11240	PADI2
23273	NA
901	CCNG2
64581	CLEC7A
9693	RAPGEF2
54558	SPATA6
5270	SERPINE2
5331	PLCB3
2632	GBE1
952	CD38
54512	EXOSC4
9334	B4GALT5
8778	SIGLEC5
8318	CDC45
7171	TPM4
79805	VASH2
1441	CSF3R
1902	LPAR1
10580	SORBS1
91353	IGLL3P
80256	FAM214B
50865	HEBP1
3680	ITGA9
10288	LILRB2
11237	RNF24
3115	HLA-DPB1
23199	GSE1
55603	TENT5A
387893	KMT5A
223117	SEMA3D
3310	HSPA6
958	CD40
9215	LARGE1
1268	CNR1
55103	RALGPS2
6660	SOX5
1286	COL4A4
5581	PRKCE
114884	OSBPL10
1285	COL4A3
3592	IL12A
973	CD79A
640	BLK
3581	IL9R
26047	CNTNAP2
54762	GRAMD1C
9026	HIP1R
5368	PNOC
10804	GJB6
79365	BHLHE41
25849	PARM1
9620	CELSR1
10734	STAG3
28968	SLC6A16
3712	IVD
7430	EZR
79368	FCRL2
23062	GGA2
930	CD19
79600	TCTN1
221749	PXDC1
8082	SSPN
25825	BACE2
3493	IGHA1
27314	RAB30
5026	P2RX5
3107	HLA-C
7163	TPD52
28902	IGKV1D-13
55205	ZNF532
132	ADK
4927	NUP88
4907	NT5E
79874	RABEP2
26002	MOXD1
728014	NA
2823	GPM6A
9649	RALGPS1
9447	AIM2
3816	KLK1
55084	SOBP
1380	CR2
11108	PRDM4
26504	CNNM4
79651	RHBDF2
28815	IGLV2-14
11137	PWP1
643	CXCR5
5244	ABCB4
7942	TFEB
5966	REL
54920	DUS2
23231	SEL1L3
65986	ZBTB10
931	MS4A1
8930	MBD4
23089	PEG10
1185	CLCN6
3112	HLA-DOB
80194	TMEM134
7187	TRAF3
3911	LAMA5
3495	IGHD
3708	ITPR1
96610	BMS1P20
9451	EIF2AK3
57162	PELI1
55081	IFT57
3221	HOXC4
6643	SNX2
55063	ZCWPW1
22839	DLGAP4
7405	UVRAG
3569	IL6
5770	PTPN1
1456	CSNK1G3
80021	TMEM62
3111	HLA-DOA
91694	LONRF1
7088	TLE1
28831	IGLJ3
4205	MEF2A
54469	ZFAND6
2005	ELK4
9728	SECISBP2L
57157	PHTF2
29802	VPREB3
55768	NGLY1
951	CD37
256227	STEAP1B
55669	MFN1
9855	FARP2
79677	SMC6
22800	RRAS2
8938	BAIAP3
10385	BTN2A2
91316	GUSBP11
54849	DEF8
57228	SMAGP
9681	DEPDC5
7273	TTN
23094	SIPA1L3
9711	RUBCN
54431	DNAJC10
4794	NFKBIE
114327	EFHC1
608	TNFRSF17
970	CD70
57154	SMURF1
91647	ATPAF2
9788	MTSS1
59339	PLEKHA2
80008	TMEM156
1657	DMXL1
1875	E2F5
5257	PHKB
55278	QRSL1
5450	POU2AF1
55000	TUG1
5796	PTPRK
79683	ZDHHC14
55853	IDI2-AS1
51760	SYT17
8202	NCOA3
26051	PPP1R16B
3732	CD82
9308	CD83
4033	LRMP
54545	MTMR12
51616	TAF9B
64121	RRAGC
58513	EPS15L1
64746	ACBD3
9980	DOP1B
6674	SPAG1
10447	FAM3C
22906	TRAK1
9187	SLC24A1
8552	INE1
10420	TESK2
780	DDR1
24149	ZNF318
8732	RNGTT
1690	COCH
79666	PLEKHF2
5452	POU2F2
4772	NFATC1
652128	NA
5959	RDH5
81537	SGPP1
825	CAPN3
10279	PRSS16
3725	JUN
473	RERE
79621	RNASEH2B
57553	MICAL3
51526	OSER1
4799	NFX1
1310	COL19A1
10681	GNB5
54468	MIOS
10018	BCL2L11
10193	RNF41
3164	NR4A1
23495	TNFRSF13B
9657	IQCB1
3667	IRS1
10206	TRIM13
2889	RAPGEF1
200576	PIKFYVE
3073	HEXA
6477	SIAH1
9403	SELENOF
490	ATP2B1
79974	CPED1
27297	CRCP
11234	HPS5
7423	VEGFB
23161	SNX13
22876	INPP5F
3995	FADS3
653361	NCF1
57804	POLD4
11279	KLF8
55114	ARHGAP17
79591	ARMH3
64782	AEN
11346	SYNPO
971	CD72
26037	SIPA1L1
23433	RHOQ
6929	TCF3
8728	ADAM19
51429	SNX9
79978	NA
9015	TAF1A
5884	RAD17
83637	ZMIZ2
221037	JMJD1C
6856	SYPL1
11129	CLASRP
60485	SAV1
79983	POF1B
25771	TBC1D22A
10475	TRIM38
126003	TRAPPC5
3500	IGHG1
79631	EFL1
3364	HUS1
7326	UBE2G1
246243	RNASEH1
941	CD80
7042	TGFB2
1831	TSC22D3
79794	C12orf49
160518	DENND5B
9962	SLC23A2
8521	GCM1
54812	AFTPH
10752	CHL1
26094	DCAF4
57669	EPB41L5
9873	FCHSD2
9275	BCL7B
9101	USP8
1756	DMD
7572	ZNF24
9589	WTAP
9709	HERPUD1
1838	DTNB
5205	ATP8B1
29966	STRN3
7726	TRIM26
9618	TRAF4
9135	RABEP1
6689	SPIB
53916	RAB4B
55788	LMBRD1
51362	CDC40
23683	PRKD3
51104	ABHD17B
3662	IRF4
5142	PDE4B
6559	SLC12A3
400961	PAIP2B
22834	ZNF652
29919	RMC1
55915	LANCL2
54103	GSAP
79753	SNIP1
7368	UGT8
11011	TLK2
10090	UST
9499	MYOT
1316	KLF6
644450	NA
4209	MEF2D
83695	RHNO1
4214	MAP3K1
3574	IL7
59342	SCPEP1
5800	PTPRO
79019	CENPM
79657	RPAP3
387254	SLC7A5P2
150094	SIK1
5530	PPP3CA
4599	MX1
10150	MBNL2
9874	TLK1
22841	RAB11FIP2
9679	FAM53B
400963	RPS2P17
5211	PFKL
4641	MYO1C
3422	IDI1
56940	DUSP22
10776	ARPP19
1235	CCR6
151162	NA
2551	GABPA
8744	TNFSF9
29896	TRA2A
145781	GCOM1
2764	GMFB
79609	VCPKMT
54996	MARC2
55837	EAPP
6434	TRA2B
64376	IKZF5
6721	SREBF2
2553	GABPB1
92170	MTG1
6875	TAF4B
5805	PTS
7334	UBE2N
9925	ZBTB5
5876	RABGGTB
54844	NA
23030	KDM4B
9695	EDEM1
147179	WIPF2
22849	CPEB3
51686	OAZ3
9144	SYNGR2
79567	RIPOR1
6168	RPL37A
81614	NIPA2
27071	DAPP1
7322	UBE2D2
390588	NA
10472	ZBTB18
2354	FOSB
63906	GPATCH3
8626	TP63
10006	ABI1
1512	CTSH
9922	IQSEC1
10914	PAPOLA
23143	LRCH1
283232	TMEM80
150726	FBXO41
3621	ING1
1378	CR1
6421	SFPQ
7710	ZNF154
645233	TDGP1
29116	MYLIP
7266	DNAJC7
55151	TMEM38B
9779	TBC1D5
10392	NOD1
9371	KIF3B
8452	CUL3
93487	MAPK1IP1L
85459	CEP295
5094	PCBP2
222070	NA
23645	PPP1R15A
5287	PIK3C2B
23411	SIRT1
2530	FUT8
11015	KDELR3
201895	SMIM14
60481	ELOVL5
51714	SELENOT
6165	RPL35A
24144	TFIP11
8915	BCL10
4929	NR4A2
10095	ARPC1B
53838	C11orf24
114883	OSBPL9
80094	BIN3-IT1
9684	LRRC14
5993	RFX5
80745	THUMPD2
10014	HDAC5
10208	USPL1
10440	TIMM17A
54963	UCKL1
8462	KLF11
382	ARF6
51193	ZNF639
5515	PPP2CA
23042	PDXDC1
80205	CHD9
25879	DCAF13
10542	LAMTOR5
7316	UBC
7329	UBE2I
64783	RBM15
65003	MRPL11
26960	NBEA
8546	AP3B1
3633	INPP5B
56257	MEPCE
29023	NA
90634	N4BP2L1
5090	PBX3
10950	BTG3
10793	ZNF273
401014	TEX41
2185	PTK2B
3682	ITGAE
23325	WASHC4
54832	VPS13C
26093	CCDC9
81034	SLC25A32
25978	CHMP2B
57728	WDR19
56617	NA
55184	DZANK1
57238	NA
1327	COX4I1
1385	CREB1
3308	HSPA4
489	ATP2A3
7189	TRAF6
10188	TNK2
23035	PHLPP2
5579	PRKCB
23515	MORC3
7805	LAPTM5
54891	INO80D
5910	RAP1GDS1
55717	WDR11
1662	DDX10
3784	KCNQ1
84914	ZNF587
3600	IL15
4650	MYO9B
2060	EPS15
5106	PCK2
7090	TLE3
51663	ZFR
998	CDC42
468	ATF4
79618	HMBOX1
201229	LYRM9
4189	DNAJB9
9189	ZBED1
8881	CDC16
259197	NCR3
8932	MBD2
64225	ATL2
1183	CLCN4
4194	MDM4
26225	ARL5A
26054	SENP6
10342	TFG
8030	CCDC6
51167	CYB5R4
65259	NA
9896	FIG4
8878	SQSTM1
7534	YWHAZ
133569	RPS10P12
2208	FCER2
9986	RCE1
79713	IGFLR1
90956	ADCK2
4935	GPR143
1326	MAP3K8
400721	NA
5127	CDK16
51092	SIDT2
652411	RPSAP44
81533	ITFG1
9819	TSC22D2
1153	CIRBP
8428	STK24
8036	SHOC2
2254	FGF9
5143	PDE4C
79720	VPS37B
402055	SRRD
7803	PTP4A1
64771	ILRUN
64222	TOR3A
1203	CLN5
79622	SNRNP25
55069	TMEM248
79571	GCC1
9908	G3BP2
2591	GALNT3
8507	ENC1
10094	ARPC3
3096	HIVEP1
55758	RCOR3
23279	NUP160
55233	MOB1A
10015	PDCD6IP
6431	SRSF6
28955	DEXI
29035	C16orf72
64940	STAG3L4
115939	TSR3
54704	PDP1
23122	CLASP2
1843	DUSP1
80208	SPG11
9753	ZSCAN12
2794	GNL1
23216	TBC1D1
10758	TRAF3IP2
55617	TASP1
64318	NOC3L
83700	JAM3
54816	ZNF280D
55056	GABPB1-IT1
580	BARD1
9869	SETDB1
7633	ZNF79
23116	TOGARAM1
8495	PPFIBP2
8034	SLC25A16
55608	ANKRD10
51306	FAM13B
2739	GLO1
54883	CWC25
9907	AP5Z1
5936	RBM4
255812	SDHAP1
51278	IER5
56902	PNO1
23505	TMEM131
6879	TAF7
